Sexo;Comunidades Autónomas;Sector del nivel de formación alcanzado;Periodo;Total
Hombres;10 Comunitat Valenciana;07 Mecánica, electrónica y otra formación técnica, industria y construcción;2020;11,34
Hombres;10 Comunitat Valenciana;07 Mecánica, electrónica y otra formación técnica, industria y construcción;2019;6,48
Hombres;10 Comunitat Valenciana;07 Mecánica, electrónica y otra formación técnica, industria y construcción;2018;9,17
Hombres;10 Comunitat Valenciana;07 Mecánica, electrónica y otra formación técnica, industria y construcción;2017;11,86
Hombres;10 Comunitat Valenciana;07 Mecánica, electrónica y otra formación técnica, industria y construcción;2016;18,89
Hombres;10 Comunitat Valenciana;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;2020;19,2
Hombres;10 Comunitat Valenciana;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;2019;15,04
Hombres;10 Comunitat Valenciana;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;2018;1,44
Hombres;10 Comunitat Valenciana;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;2017;16,95
Hombres;10 Comunitat Valenciana;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;2016;8,07
Hombres;10 Comunitat Valenciana;09 Salud y servicios sociales;2020;14,62
Hombres;10 Comunitat Valenciana;09 Salud y servicios sociales;2019;5,15
Hombres;10 Comunitat Valenciana;09 Salud y servicios sociales;2018;5,41
Hombres;10 Comunitat Valenciana;09 Salud y servicios sociales;2017;9,46
Hombres;10 Comunitat Valenciana;09 Salud y servicios sociales;2016;7,37
Hombres;10 Comunitat Valenciana;10 Servicios;2020;10,33
Hombres;10 Comunitat Valenciana;10 Servicios;2019;16,05
Hombres;10 Comunitat Valenciana;10 Servicios;2018;27,46
Hombres;10 Comunitat Valenciana;10 Servicios;2017;13,99
Hombres;10 Comunitat Valenciana;10 Servicios;2016;12,8
Hombres;10 Comunitat Valenciana;99 Sectores desconocidos o no especificados;2020;40,9
Hombres;10 Comunitat Valenciana;99 Sectores desconocidos o no especificados;2019;0
Hombres;10 Comunitat Valenciana;99 Sectores desconocidos o no especificados;2018;57,55
Hombres;10 Comunitat Valenciana;99 Sectores desconocidos o no especificados;2017;12,59
Hombres;10 Comunitat Valenciana;99 Sectores desconocidos o no especificados;2016;53,33
Hombres;11 Extremadura;00 Formación general, formación básica de adultos y habilidades personales;2020;20,59
Hombres;11 Extremadura;00 Formación general, formación básica de adultos y habilidades personales;2019;15,85
Hombres;11 Extremadura;00 Formación general, formación básica de adultos y habilidades personales;2018;23,62
Hombres;11 Extremadura;00 Formación general, formación básica de adultos y habilidades personales;2017;27,45
Hombres;11 Extremadura;00 Formación general, formación básica de adultos y habilidades personales;2016;27,97
Hombres;11 Extremadura;01 Educación;2020;20,33
Hombres;11 Extremadura;01 Educación;2019;0
Hombres;11 Extremadura;01 Educación;2018;21,4
Hombres;11 Extremadura;01 Educación;2017;5,4
Hombres;11 Extremadura;01 Educación;2016;22,11
Hombres;11 Extremadura;02 Artes, humanidades y lenguas;2020;16,82
Hombres;11 Extremadura;02 Artes, humanidades y lenguas;2019;30,27
Hombres;11 Extremadura;02 Artes, humanidades y lenguas;2018;0
Hombres;11 Extremadura;02 Artes, humanidades y lenguas;2017;7,55
Hombres;11 Extremadura;02 Artes, humanidades y lenguas;2016;13,69
Hombres;11 Extremadura;03 Ciencias sociales, periodismo y documentación;2020;17,7
Hombres;11 Extremadura;03 Ciencias sociales, periodismo y documentación;2019;0
Hombres;11 Extremadura;03 Ciencias sociales, periodismo y documentación;2018;24,84
Hombres;11 Extremadura;03 Ciencias sociales, periodismo y documentación;2017;20,45
Hombres;11 Extremadura;03 Ciencias sociales, periodismo y documentación;2016;22,18
Hombres;11 Extremadura;04 Negocios, administración y derecho;2020;21,36
Hombres;11 Extremadura;04 Negocios, administración y derecho;2019;24,44
Hombres;11 Extremadura;04 Negocios, administración y derecho;2018;5,25
Hombres;11 Extremadura;04 Negocios, administración y derecho;2017;15,2
Hombres;11 Extremadura;04 Negocios, administración y derecho;2016;14,57
Hombres;11 Extremadura;05 Ciencias naturales, químicas, físicas y matemáticas;2020;18,71
Hombres;11 Extremadura;05 Ciencias naturales, químicas, físicas y matemáticas;2019;7,52
Hombres;11 Extremadura;05 Ciencias naturales, químicas, físicas y matemáticas;2018;15,45
Hombres;11 Extremadura;05 Ciencias naturales, químicas, físicas y matemáticas;2017;13,54
Hombres;11 Extremadura;05 Ciencias naturales, químicas, físicas y matemáticas;2016;14,45
Hombres;11 Extremadura;06 Tecnologías de la información y las comunicaciones (TIC);2020;28,01
Hombres;11 Extremadura;06 Tecnologías de la información y las comunicaciones (TIC);2019;24,05
Hombres;11 Extremadura;06 Tecnologías de la información y las comunicaciones (TIC);2018;0
Hombres;11 Extremadura;06 Tecnologías de la información y las comunicaciones (TIC);2017;18,19
Hombres;11 Extremadura;06 Tecnologías de la información y las comunicaciones (TIC);2016;48,03
Hombres;11 Extremadura;07 Mecánica, electrónica y otra formación técnica, industria y construcción;2020;12,83
Hombres;11 Extremadura;07 Mecánica, electrónica y otra formación técnica, industria y construcción;2019;10,75
Hombres;11 Extremadura;07 Mecánica, electrónica y otra formación técnica, industria y construcción;2018;15,28
Hombres;11 Extremadura;07 Mecánica, electrónica y otra formación técnica, industria y construcción;2017;14,95
Hombres;11 Extremadura;07 Mecánica, electrónica y otra formación técnica, industria y construcción;2016;16,79
Hombres;11 Extremadura;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;2020;4,59
Hombres;11 Extremadura;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;2019;17,82
Hombres;11 Extremadura;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;2018;3,76
Hombres;11 Extremadura;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;2017;0
Hombres;11 Extremadura;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;2016;9,34
Hombres;11 Extremadura;09 Salud y servicios sociales;2020;9,37
Hombres;11 Extremadura;09 Salud y servicios sociales;2019;18,17
Hombres;11 Extremadura;09 Salud y servicios sociales;2018;6,26
Hombres;11 Extremadura;09 Salud y servicios sociales;2017;0
Hombres;11 Extremadura;09 Salud y servicios sociales;2016;18,11
Hombres;11 Extremadura;10 Servicios;2020;5,38
Hombres;11 Extremadura;10 Servicios;2019;15,97
Hombres;11 Extremadura;10 Servicios;2018;10,67
Hombres;11 Extremadura;10 Servicios;2017;13,78
Hombres;11 Extremadura;10 Servicios;2016;15,57
Hombres;11 Extremadura;99 Sectores desconocidos o no especificados;2020;0
Hombres;11 Extremadura;99 Sectores desconocidos o no especificados;2019;57,44
Hombres;11 Extremadura;99 Sectores desconocidos o no especificados;2018;66,39
Hombres;11 Extremadura;99 Sectores desconocidos o no especificados;2017;41,92
Hombres;11 Extremadura;99 Sectores desconocidos o no especificados;2016;100
Hombres;12 Galicia;00 Formación general, formación básica de adultos y habilidades personales;2020;12,43
Hombres;12 Galicia;00 Formación general, formación básica de adultos y habilidades personales;2019;15,32
Hombres;12 Galicia;00 Formación general, formación básica de adultos y habilidades personales;2018;15,57
Hombres;12 Galicia;00 Formación general, formación básica de adultos y habilidades personales;2017;18,03
Hombres;12 Galicia;00 Formación general, formación básica de adultos y habilidades personales;2016;19,97
Hombres;12 Galicia;01 Educación;2020;17,32
Hombres;12 Galicia;01 Educación;2019;3,69
Hombres;12 Galicia;01 Educación;2018;14,76
Hombres;12 Galicia;01 Educación;2017;14,46
Hombres;12 Galicia;01 Educación;2016;8,9
Hombres;12 Galicia;02 Artes, humanidades y lenguas;2020;4,15
Hombres;12 Galicia;02 Artes, humanidades y lenguas;2019;11,53
Hombres;12 Galicia;02 Artes, humanidades y lenguas;2018;9,78
Hombres;12 Galicia;02 Artes, humanidades y lenguas;2017;11,56
Hombres;12 Galicia;02 Artes, humanidades y lenguas;2016;23,6
Hombres;12 Galicia;03 Ciencias sociales, periodismo y documentación;2020;6,21
Hombres;12 Galicia;03 Ciencias sociales, periodismo y documentación;2019;7,95
Hombres;12 Galicia;03 Ciencias sociales, periodismo y documentación;2018;11,67
Hombres;12 Galicia;03 Ciencias sociales, periodismo y documentación;2017;14,31
Hombres;12 Galicia;03 Ciencias sociales, periodismo y documentación;2016;6,15
Hombres;12 Galicia;04 Negocios, administración y derecho;2020;7,95
Hombres;12 Galicia;04 Negocios, administración y derecho;2019;7,82
Hombres;12 Galicia;04 Negocios, administración y derecho;2018;9,77
Hombres;12 Galicia;04 Negocios, administración y derecho;2017;11,83
Hombres;12 Galicia;04 Negocios, administración y derecho;2016;11,8
Hombres;12 Galicia;05 Ciencias naturales, químicas, físicas y matemáticas;2020;14,26
Hombres;12 Galicia;05 Ciencias naturales, químicas, físicas y matemáticas;2019;18,28
Hombres;12 Galicia;05 Ciencias naturales, químicas, físicas y matemáticas;2018;13,68
Hombres;12 Galicia;05 Ciencias naturales, químicas, físicas y matemáticas;2017;11,57
Hombres;12 Galicia;05 Ciencias naturales, químicas, físicas y matemáticas;2016;4,37
Hombres;12 Galicia;06 Tecnologías de la información y las comunicaciones (TIC);2020;10,72
Hombres;12 Galicia;06 Tecnologías de la información y las comunicaciones (TIC);2019;11,33
Hombres;12 Galicia;06 Tecnologías de la información y las comunicaciones (TIC);2018;7,59
Hombres;12 Galicia;06 Tecnologías de la información y las comunicaciones (TIC);2017;13,42
Hombres;12 Galicia;06 Tecnologías de la información y las comunicaciones (TIC);2016;9,91
Hombres;12 Galicia;07 Mecánica, electrónica y otra formación técnica, industria y construcción;2020;7,67
Hombres;12 Galicia;07 Mecánica, electrónica y otra formación técnica, industria y construcción;2019;6,88
Hombres;12 Galicia;07 Mecánica, electrónica y otra formación técnica, industria y construcción;2018;8,21
Hombres;12 Galicia;07 Mecánica, electrónica y otra formación técnica, industria y construcción;2017;12,48
Hombres;12 Galicia;07 Mecánica, electrónica y otra formación técnica, industria y construcción;2016;13,74
Hombres;12 Galicia;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;2020;9,9
Hombres;12 Galicia;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;2019;10,06
Hombres;12 Galicia;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;2018;3,39
Hombres;12 Galicia;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;2017;8,93
Hombres;12 Galicia;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;2016;7,31
Hombres;12 Galicia;09 Salud y servicios sociales;2020;4,04
Hombres;12 Galicia;09 Salud y servicios sociales;2019;7,61
Hombres;12 Galicia;09 Salud y servicios sociales;2018;4,76
Hombres;12 Galicia;09 Salud y servicios sociales;2017;3,72
Hombres;12 Galicia;09 Salud y servicios sociales;2016;7,8
Hombres;12 Galicia;10 Servicios;2020;9,61
Hombres;12 Galicia;10 Servicios;2019;15,24
Hombres;12 Galicia;10 Servicios;2018;12,86
Hombres;12 Galicia;10 Servicios;2017;12,89
Hombres;12 Galicia;10 Servicios;2016;8,66
Hombres;12 Galicia;99 Sectores desconocidos o no especificados;2020;12,96
Hombres;12 Galicia;99 Sectores desconocidos o no especificados;2019;31,02
Hombres;12 Galicia;99 Sectores desconocidos o no especificados;2018;100
Hombres;12 Galicia;99 Sectores desconocidos o no especificados;2017;24,39
Hombres;12 Galicia;99 Sectores desconocidos o no especificados;2016;37,78
Hombres;13 Madrid, Comunidad de;00 Formación general, formación básica de adultos y habilidades personales;2020;16,71
Hombres;13 Madrid, Comunidad de;00 Formación general, formación básica de adultos y habilidades personales;2019;12,31
Hombres;13 Madrid, Comunidad de;00 Formación general, formación básica de adultos y habilidades personales;2018;18,33
Hombres;13 Madrid, Comunidad de;00 Formación general, formación básica de adultos y habilidades personales;2017;18,13
Hombres;13 Madrid, Comunidad de;00 Formación general, formación básica de adultos y habilidades personales;2016;22,32
Hombres;13 Madrid, Comunidad de;01 Educación;2020;13,11
Hombres;13 Madrid, Comunidad de;01 Educación;2019;13,89
Hombres;13 Madrid, Comunidad de;01 Educación;2018;3,17
Hombres;13 Madrid, Comunidad de;01 Educación;2017;8,35
Hombres;13 Madrid, Comunidad de;01 Educación;2016;10,13
Hombres;13 Madrid, Comunidad de;02 Artes, humanidades y lenguas;2020;14,38
Hombres;13 Madrid, Comunidad de;02 Artes, humanidades y lenguas;2019;12,55
Hombres;13 Madrid, Comunidad de;02 Artes, humanidades y lenguas;2018;2,85
Hombres;13 Madrid, Comunidad de;02 Artes, humanidades y lenguas;2017;8,99
Hombres;13 Madrid, Comunidad de;02 Artes, humanidades y lenguas;2016;11,76
Hombres;13 Madrid, Comunidad de;03 Ciencias sociales, periodismo y documentación;2020;4,75
Hombres;13 Madrid, Comunidad de;03 Ciencias sociales, periodismo y documentación;2019;0
Hombres;13 Madrid, Comunidad de;03 Ciencias sociales, periodismo y documentación;2018;12,61
Hombres;13 Madrid, Comunidad de;03 Ciencias sociales, periodismo y documentación;2017;11,29
Hombres;13 Madrid, Comunidad de;03 Ciencias sociales, periodismo y documentación;2016;16,05
Hombres;13 Madrid, Comunidad de;04 Negocios, administración y derecho;2020;8,71
Hombres;13 Madrid, Comunidad de;04 Negocios, administración y derecho;2019;7,23
Hombres;13 Madrid, Comunidad de;04 Negocios, administración y derecho;2018;5,14
Hombres;13 Madrid, Comunidad de;04 Negocios, administración y derecho;2017;7,78
Hombres;13 Madrid, Comunidad de;04 Negocios, administración y derecho;2016;8,11
Hombres;13 Madrid, Comunidad de;05 Ciencias naturales, químicas, físicas y matemáticas;2020;9,89
Hombres;13 Madrid, Comunidad de;05 Ciencias naturales, químicas, físicas y matemáticas;2019;7,06
Hombres;13 Madrid, Comunidad de;05 Ciencias naturales, químicas, físicas y matemáticas;2018;11,66
Hombres;13 Madrid, Comunidad de;05 Ciencias naturales, químicas, físicas y matemáticas;2017;1,76
Hombres;13 Madrid, Comunidad de;05 Ciencias naturales, químicas, físicas y matemáticas;2016;4,58
Hombres;13 Madrid, Comunidad de;06 Tecnologías de la información y las comunicaciones (TIC);2020;14,11
Hombres;13 Madrid, Comunidad de;06 Tecnologías de la información y las comunicaciones (TIC);2019;6,88
Hombres;13 Madrid, Comunidad de;06 Tecnologías de la información y las comunicaciones (TIC);2018;8,53
Hombres;13 Madrid, Comunidad de;06 Tecnologías de la información y las comunicaciones (TIC);2017;6,14
Hombres;13 Madrid, Comunidad de;06 Tecnologías de la información y las comunicaciones (TIC);2016;10,01
Hombres;13 Madrid, Comunidad de;07 Mecánica, electrónica y otra formación técnica, industria y construcción;2020;7,24
Hombres;13 Madrid, Comunidad de;07 Mecánica, electrónica y otra formación técnica, industria y construcción;2019;6,92
Hombres;13 Madrid, Comunidad de;07 Mecánica, electrónica y otra formación técnica, industria y construcción;2018;6,83
Hombres;13 Madrid, Comunidad de;07 Mecánica, electrónica y otra formación técnica, industria y construcción;2017;8,06
Hombres;13 Madrid, Comunidad de;07 Mecánica, electrónica y otra formación técnica, industria y construcción;2016;10,36
Hombres;13 Madrid, Comunidad de;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;2020;0
Hombres;13 Madrid, Comunidad de;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;2019;0
Hombres;13 Madrid, Comunidad de;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;2018;0
Hombres;13 Madrid, Comunidad de;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;2017;18,45
Hombres;13 Madrid, Comunidad de;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;2016;53,17
Hombres;13 Madrid, Comunidad de;09 Salud y servicios sociales;2020;3,18
Hombres;13 Madrid, Comunidad de;09 Salud y servicios sociales;2019;7,78
Hombres;13 Madrid, Comunidad de;09 Salud y servicios sociales;2018;2,97
Hombres;13 Madrid, Comunidad de;09 Salud y servicios sociales;2017;7,72
Hombres;13 Madrid, Comunidad de;09 Salud y servicios sociales;2016;10,74
Hombres;13 Madrid, Comunidad de;10 Servicios;2020;9,94
Hombres;13 Madrid, Comunidad de;10 Servicios;2019;5
Hombres;13 Madrid, Comunidad de;10 Servicios;2018;13,79
Hombres;13 Madrid, Comunidad de;10 Servicios;2017;13,43
Hombres;13 Madrid, Comunidad de;10 Servicios;2016;7,32
Hombres;13 Madrid, Comunidad de;99 Sectores desconocidos o no especificados;2020;45,86
Hombres;13 Madrid, Comunidad de;99 Sectores desconocidos o no especificados;2019;33,62
Hombres;13 Madrid, Comunidad de;99 Sectores desconocidos o no especificados;2018;17,61
Hombres;13 Madrid, Comunidad de;99 Sectores desconocidos o no especificados;2017;0
Hombres;13 Madrid, Comunidad de;99 Sectores desconocidos o no especificados;2016;0
Hombres;14 Murcia, Región de;00 Formación general, formación básica de adultos y habilidades personales;2020;16,2
Hombres;14 Murcia, Región de;00 Formación general, formación básica de adultos y habilidades personales;2019;13,37
Hombres;14 Murcia, Región de;00 Formación general, formación básica de adultos y habilidades personales;2018;16,92
Hombres;14 Murcia, Región de;00 Formación general, formación básica de adultos y habilidades personales;2017;17,94
Hombres;14 Murcia, Región de;00 Formación general, formación básica de adultos y habilidades personales;2016;21,09
Hombres;14 Murcia, Región de;01 Educación;2020;8,4
Hombres;14 Murcia, Región de;01 Educación;2019;14,73
Hombres;14 Murcia, Región de;01 Educación;2018;5,01
Hombres;14 Murcia, Región de;01 Educación;2017;0
Hombres;14 Murcia, Región de;01 Educación;2016;9,27
Hombres;14 Murcia, Región de;02 Artes, humanidades y lenguas;2020;24,18
Hombres;14 Murcia, Región de;02 Artes, humanidades y lenguas;2019;23,36
Hombres;14 Murcia, Región de;02 Artes, humanidades y lenguas;2018;22,3
Hombres;14 Murcia, Región de;02 Artes, humanidades y lenguas;2017;22,15
Hombres;14 Murcia, Región de;02 Artes, humanidades y lenguas;2016;3,16
Hombres;14 Murcia, Región de;03 Ciencias sociales, periodismo y documentación;2020;7,13
Hombres;14 Murcia, Región de;03 Ciencias sociales, periodismo y documentación;2019;0
Hombres;14 Murcia, Región de;03 Ciencias sociales, periodismo y documentación;2018;24,98
Hombres;14 Murcia, Región de;03 Ciencias sociales, periodismo y documentación;2017;11,19
Hombres;14 Murcia, Región de;03 Ciencias sociales, periodismo y documentación;2016;6,58
Hombres;14 Murcia, Región de;04 Negocios, administración y derecho;2020;9,63
Hombres;14 Murcia, Región de;04 Negocios, administración y derecho;2019;8,62
Hombres;14 Murcia, Región de;04 Negocios, administración y derecho;2018;11,73
Hombres;14 Murcia, Región de;04 Negocios, administración y derecho;2017;9
Hombres;14 Murcia, Región de;04 Negocios, administración y derecho;2016;9,41
Hombres;14 Murcia, Región de;05 Ciencias naturales, químicas, físicas y matemáticas;2020;10,94
Hombres;14 Murcia, Región de;05 Ciencias naturales, químicas, físicas y matemáticas;2019;8,61
Hombres;14 Murcia, Región de;05 Ciencias naturales, químicas, físicas y matemáticas;2018;16,25
Hombres;14 Murcia, Región de;05 Ciencias naturales, químicas, físicas y matemáticas;2017;11,84
Hombres;14 Murcia, Región de;05 Ciencias naturales, químicas, físicas y matemáticas;2016;11,31
Hombres;14 Murcia, Región de;06 Tecnologías de la información y las comunicaciones (TIC);2020;19,31
Hombres;14 Murcia, Región de;06 Tecnologías de la información y las comunicaciones (TIC);2019;9,53
Hombres;14 Murcia, Región de;06 Tecnologías de la información y las comunicaciones (TIC);2018;31,1
Hombres;14 Murcia, Región de;06 Tecnologías de la información y las comunicaciones (TIC);2017;11,75
Hombres;14 Murcia, Región de;06 Tecnologías de la información y las comunicaciones (TIC);2016;13,2
Hombres;14 Murcia, Región de;07 Mecánica, electrónica y otra formación técnica, industria y construcción;2020;8,61
Hombres;14 Murcia, Región de;07 Mecánica, electrónica y otra formación técnica, industria y construcción;2019;8,06
Hombres;14 Murcia, Región de;07 Mecánica, electrónica y otra formación técnica, industria y construcción;2018;9,74
Hombres;14 Murcia, Región de;07 Mecánica, electrónica y otra formación técnica, industria y construcción;2017;7,82
Hombres;14 Murcia, Región de;07 Mecánica, electrónica y otra formación técnica, industria y construcción;2016;11,75
Hombres;14 Murcia, Región de;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;2020;9,68
Hombres;14 Murcia, Región de;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;2019;23,5
Hombres;14 Murcia, Región de;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;2018;0
Hombres;14 Murcia, Región de;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;2017;8,06
Hombres;14 Murcia, Región de;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;2016;18,04
Hombres;14 Murcia, Región de;09 Salud y servicios sociales;2020;3,78
Hombres;14 Murcia, Región de;09 Salud y servicios sociales;2019;4,16
Hombres;14 Murcia, Región de;09 Salud y servicios sociales;2018;0
Hombres;14 Murcia, Región de;09 Salud y servicios sociales;2017;5,25
Hombres;14 Murcia, Región de;09 Salud y servicios sociales;2016;0
Hombres;14 Murcia, Región de;10 Servicios;2020;18,88
Hombres;14 Murcia, Región de;10 Servicios;2019;0
Hombres;14 Murcia, Región de;10 Servicios;2018;19,08
Hombres;14 Murcia, Región de;10 Servicios;2017;16,64
Hombres;14 Murcia, Región de;10 Servicios;2016;11,06
Hombres;14 Murcia, Región de;99 Sectores desconocidos o no especificados;2020;24,32
Hombres;14 Murcia, Región de;99 Sectores desconocidos o no especificados;2019;23,08
Hombres;14 Murcia, Región de;99 Sectores desconocidos o no especificados;2018;0
Hombres;14 Murcia, Región de;99 Sectores desconocidos o no especificados;2017;64,52
Hombres;14 Murcia, Región de;99 Sectores desconocidos o no especificados;2016;11,91
Hombres;15 Navarra, Comunidad Foral de;00 Formación general, formación básica de adultos y habilidades personales;2020;14,61
Hombres;15 Navarra, Comunidad Foral de;00 Formación general, formación básica de adultos y habilidades personales;2019;12,32
Hombres;15 Navarra, Comunidad Foral de;00 Formación general, formación básica de adultos y habilidades personales;2018;11,76
Hombres;15 Navarra, Comunidad Foral de;00 Formación general, formación básica de adultos y habilidades personales;2017;9,11
Hombres;15 Navarra, Comunidad Foral de;00 Formación general, formación básica de adultos y habilidades personales;2016;16,06
Hombres;15 Navarra, Comunidad Foral de;01 Educación;2020;34,4
Hombres;15 Navarra, Comunidad Foral de;01 Educación;2019;0
Hombres;15 Navarra, Comunidad Foral de;01 Educación;2018;9,69
Hombres;15 Navarra, Comunidad Foral de;01 Educación;2017;14,51
Hombres;15 Navarra, Comunidad Foral de;01 Educación;2016;0
Hombres;15 Navarra, Comunidad Foral de;02 Artes, humanidades y lenguas;2020;0
Hombres;15 Navarra, Comunidad Foral de;02 Artes, humanidades y lenguas;2019;8,96
Hombres;15 Navarra, Comunidad Foral de;02 Artes, humanidades y lenguas;2018;7,08
Hombres;15 Navarra, Comunidad Foral de;02 Artes, humanidades y lenguas;2017;12,66
Hombres;15 Navarra, Comunidad Foral de;02 Artes, humanidades y lenguas;2016;9,92
Hombres;15 Navarra, Comunidad Foral de;03 Ciencias sociales, periodismo y documentación;2020;0
Hombres;15 Navarra, Comunidad Foral de;03 Ciencias sociales, periodismo y documentación;2019;0
Hombres;15 Navarra, Comunidad Foral de;03 Ciencias sociales, periodismo y documentación;2018;42,92
Hombres;15 Navarra, Comunidad Foral de;03 Ciencias sociales, periodismo y documentación;2017;0
Hombres;15 Navarra, Comunidad Foral de;03 Ciencias sociales, periodismo y documentación;2016;0
Hombres;15 Navarra, Comunidad Foral de;04 Negocios, administración y derecho;2020;8,56
Hombres;15 Navarra, Comunidad Foral de;04 Negocios, administración y derecho;2019;4,8
Hombres;15 Navarra, Comunidad Foral de;04 Negocios, administración y derecho;2018;2,27
Hombres;15 Navarra, Comunidad Foral de;04 Negocios, administración y derecho;2017;0
Hombres;15 Navarra, Comunidad Foral de;04 Negocios, administración y derecho;2016;2,68
Hombres;15 Navarra, Comunidad Foral de;05 Ciencias naturales, químicas, físicas y matemáticas;2020;17,31
Hombres;15 Navarra, Comunidad Foral de;05 Ciencias naturales, químicas, físicas y matemáticas;2019;13,69
Hombres;15 Navarra, Comunidad Foral de;05 Ciencias naturales, químicas, físicas y matemáticas;2018;0
Hombres;15 Navarra, Comunidad Foral de;05 Ciencias naturales, químicas, físicas y matemáticas;2017;9,57
Hombres;15 Navarra, Comunidad Foral de;05 Ciencias naturales, químicas, físicas y matemáticas;2016;0
Hombres;15 Navarra, Comunidad Foral de;06 Tecnologías de la información y las comunicaciones (TIC);2020;12,76
Hombres;15 Navarra, Comunidad Foral de;06 Tecnologías de la información y las comunicaciones (TIC);2019;0
Hombres;15 Navarra, Comunidad Foral de;06 Tecnologías de la información y las comunicaciones (TIC);2018;0
Hombres;15 Navarra, Comunidad Foral de;06 Tecnologías de la información y las comunicaciones (TIC);2017;4,78
Hombres;15 Navarra, Comunidad Foral de;06 Tecnologías de la información y las comunicaciones (TIC);2016;8,99
Hombres;15 Navarra, Comunidad Foral de;07 Mecánica, electrónica y otra formación técnica, industria y construcción;2020;4,92
Hombres;15 Navarra, Comunidad Foral de;07 Mecánica, electrónica y otra formación técnica, industria y construcción;2019;5,57
Hombres;15 Navarra, Comunidad Foral de;07 Mecánica, electrónica y otra formación técnica, industria y construcción;2018;4,56
Hombres;15 Navarra, Comunidad Foral de;07 Mecánica, electrónica y otra formación técnica, industria y construcción;2017;5,91
Hombres;15 Navarra, Comunidad Foral de;07 Mecánica, electrónica y otra formación técnica, industria y construcción;2016;11,64
Hombres;15 Navarra, Comunidad Foral de;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;2020;7,76
Hombres;15 Navarra, Comunidad Foral de;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;2019;0
Hombres;15 Navarra, Comunidad Foral de;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;2018;0
Hombres;15 Navarra, Comunidad Foral de;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;2017;8,97
Hombres;15 Navarra, Comunidad Foral de;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;2016;0
Hombres;15 Navarra, Comunidad Foral de;09 Salud y servicios sociales;2020;3,72
Hombres;15 Navarra, Comunidad Foral de;09 Salud y servicios sociales;2019;9,77
Hombres;15 Navarra, Comunidad Foral de;09 Salud y servicios sociales;2018;0
Hombres;15 Navarra, Comunidad Foral de;09 Salud y servicios sociales;2017;0
Hombres;15 Navarra, Comunidad Foral de;09 Salud y servicios sociales;2016;0
Hombres;15 Navarra, Comunidad Foral de;10 Servicios;2020;0
Hombres;15 Navarra, Comunidad Foral de;10 Servicios;2019;0
Hombres;15 Navarra, Comunidad Foral de;10 Servicios;2018;0
Hombres;15 Navarra, Comunidad Foral de;10 Servicios;2017;17,85
Hombres;15 Navarra, Comunidad Foral de;10 Servicios;2016;6,66
Hombres;15 Navarra, Comunidad Foral de;99 Sectores desconocidos o no especificados;2020;68,47
Hombres;15 Navarra, Comunidad Foral de;99 Sectores desconocidos o no especificados;2019;52,03
Hombres;15 Navarra, Comunidad Foral de;99 Sectores desconocidos o no especificados;2018;48,71
Hombres;15 Navarra, Comunidad Foral de;99 Sectores desconocidos o no especificados;2017;72,58
Hombres;15 Navarra, Comunidad Foral de;99 Sectores desconocidos o no especificados;2016;0
Hombres;16 País Vasco;00 Formación general, formación básica de adultos y habilidades personales;2020;14,3
Hombres;16 País Vasco;00 Formación general, formación básica de adultos y habilidades personales;2019;13,24
Hombres;16 País Vasco;00 Formación general, formación básica de adultos y habilidades personales;2018;15,88
Hombres;16 País Vasco;00 Formación general, formación básica de adultos y habilidades personales;2017;12,82
Hombres;16 País Vasco;00 Formación general, formación básica de adultos y habilidades personales;2016;17,94
Hombres;16 País Vasco;01 Educación;2020;2,8
Hombres;16 País Vasco;01 Educación;2019;6,92
Hombres;16 País Vasco;01 Educación;2018;9,25
Hombres;16 País Vasco;01 Educación;2017;0
Hombres;16 País Vasco;01 Educación;2016;0
Hombres;16 País Vasco;02 Artes, humanidades y lenguas;2020;1,36
